date,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,APP,ARM,ASML,AVGO,AXON,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CDW,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DXCM,EA,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRVL,MSFT,MSTR,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PLTR,PYPL,QCOM,REGN,ROP,ROST,SBUX,SHOP,SNPS,TEAM,TMUS,TRI,TSLA,TTD,TTWO,TXN,VRSK,VRTX,WBD,WDAY,XEL,ZS
2025-07-28,-0.005845070718707018,-0.009459309720846208,-0.005917872718158496,0.003833564877649083,-0.004274679622205582,-0.011723590231553824,0.0030690546482768782,-0.006879158194159379,0.005536371084342229,0.015748397193544456,-0.01899733995914652,0.013684760702820941,0.019337878987043682,0.022916320225684107,0.006400036404653975,0.02212003142920086,-0.00414259804292505,0.002486810388395329,-0.00920914062930344,0.007833889800350088,-0.005519081231262733,-0.013683794940193873,0.0007431354103878754,0.0061262382553173775,0.01440871213331258,0.005449609290568945,-0.00033286332805991525,-0.0028155430763217547,0.009473589062866869,-0.014068867273032186,0.0014220242484280672,-0.005644255656533252,-0.0141508408325157,-0.009686698198500487,0.0016329571647960492,0.01370263700125782,0.018228810739711027,-0.010425150012377732,0.007533195303518713,-0.0029982595560833873,-0.013907853023887577,0.023533500962450975,-0.005272650874724873,0.016279005692229488,-0.006469352488479581,-0.02330085374856026,-0.024481694253222712,-0.007949119073811843,-0.002264258920159426,0.03278088824002811,-0.011069064274979126,-0.0029029595230967986,-0.0026097369676062014,-0.001891985551987392,0.007793864330780231,-0.017640376380667615,0.010611164785418665,0.02820988941034709,-0.016445123080674806,0.028643120986365574,-0.006327182953528403,0.010407296699741928,-0.0152004286532198,0.007474958635444881,0.013596037308782907,-0.03443308205592726,0.03707921508934959,-0.0029990587160105345,-0.0024060061150412877,-0.007346908320778271,-0.0005224375528552726,0.016123933637938334,0.017957561949767206,0.006995152491086908,-0.013026246023442135,-0.014542957858663177,-0.003436756475456104,-0.0006516054737445189,-0.0033749416908287894,-0.005524550735154992,0.0028939340096403796,0.0028238000257071252,0.033150100392494136,0.004518844845139633,0.002863901468415732,-0.008307927285467774,0.018317528136666247,-0.005307315767719464,0.004506366277236877,-0.008796840494201742,0.02209411613616241,0.05565830767367734,0.006184021540172058,0.018509768569389195,0.019642714973804654,0.008421992219658732,0.00566267297363842,-0.007156715385109515,0.0049651955869107894,-0.010437506617527507,-0.027103582876241414
2025-07-29,0.007840202667244528,-0.009040215484418523,0.004220420261657747,0.004439308850761693,-0.006203489471413463,-0.012750907302313277,-0.01558837908609901,-0.004881114323042814,0.005049238707086321,-0.0016588666840570213,-0.004254634462176381,-0.0031298262775852105,0.00017918114264636048,0.013176807537383761,-0.01043555443161484,0.020603633918376885,-0.014586633650705977,-0.00042051482363326953,0.0026494591948921786,0.01217380256491747,-0.011075455124562456,0.0021087415762234274,0.0012054900292024565,-0.0025877762307675474,0.015443584776935498,0.007722977947168856,-0.002127550255017898,-0.015501319029612007,0.023966401374017544,-0.012622511688292218,-0.010304833023858838,-0.011286057862247581,-0.007793096607228614,-0.008288460321886279,0.002063294236421445,0.009797399510451159,0.012312119834077482,-0.005509378218099811,0.006709233876551129,-0.003179084354527177,-0.007726577872006708,0.0018575089036821854,0.005620568848926144,0.017358332565207232,0.008640111306269072,-0.010521667740542896,-0.01153345231436901,-0.006136066461727069,-0.012105390999502787,0.0339008746156805,-0.002881503944390136,-0.003771647285938845,0.004551801471415526,-0.0018423114822189376,0.009389197140813436,-0.007573258023647757,0.008761371454610676,0.026216242048717517,-0.009430609755697594,0.028397459761059313,-0.012144239268787889,-0.0014832864366707832,-0.012942243140799801,-0.012010678644074124,0.011649859313607128,-0.006099578895515469,0.03759294772932787,-0.01676445118979749,0.005518128638208806,-0.002684032981409845,-0.0012782867667887297,-0.005270628475210225,0.015442222668632042,-0.001959628350250521,0.004409778085342819,-0.014622206504002103,-0.002669838068000495,0.017338862310738185,0.007452814377817377,-0.005155889114041617,-0.006239232361421564,-0.01057609403227449,0.04966161013240526,0.004087007740217405,-0.003980873550553099,-0.0024082416557839777,0.01727131247055212,0.0025829801789333737,0.012031842539300414,-0.011457242590083488,0.0226059146118572,0.037356939862762166,0.02085793518579366,0.01711057475827607,0.007893513527190917,-0.010267142602586564,0.000755558839783968,-0.006907107016113384,0.01625217486090557,-0.013347707931021767,-0.03520320951538876
2025-07-30,0.0007344908540963882,-0.009249384840698593,0.008000339845633794,-0.007010542008606742,-0.010044158392722144,-0.012795935933433214,0.0036180043536825704,-0.005205458979528267,0.003257557333477528,-0.0008251261968268697,-0.021708522259022936,0.03579747933385182,0.010528429787778047,0.0033042856807617774,-0.010139344810918403,0.008073565948410449,-0.009755581015979689,-0.009202251582898745,-0.008195858997333355,0.0100617426627585,-0.0035114271772799313,0.0009960552959999668,-0.009920997430483504,-0.006216066988685508,0.02027260435611396,0.008944394487210357,-0.003872908001874016,-0.00380411373501522,0.024505654608675664,-0.013673102652467788,-0.011468937456787225,-0.010883125418583446,-0.01120127965779371,0.0039760988647463,0.0060566837876376185,0.003385669571775711,-0.0130073040059204,-0.018024632553994974,-0.0026341695511981206,0.001107173903222007,-0.009160641432164308,0.008588231395266276,0.008257165985788597,0.014294081791143196,0.01098293395756673,-0.011909688247400678,-0.0059603964497375525,0.0034372163625623134,-0.012659694579133511,0.015200050778048028,-0.0027897997204945554,-0.0006241115356268312,0.005486014162535448,-0.0009716880426979893,0.010771905475209485,-0.0072669931192693785,0.010031462182212996,0.03016647768096742,0.003981212139003487,0.02486619642955608,-0.0027683134759169496,-0.005711411460081542,-0.00826872024686983,-0.017259230208468784,0.018054737900287898,-0.005979562679358681,0.040261262199979275,-0.020411286039655897,-0.0023769253589220607,-0.0038187488215843876,-0.0032561492359049413,0.009543482930826012,0.02489845887187135,0.0019492235521515189,0.00814215145281259,-0.01477969560941414,-0.001982245641345852,0.01873601728232012,0.007258076685460538,-0.0005105253345346061,0.006381014910817294,-0.007827669084495226,0.025540179706801086,0.005515134538971872,0.016487961647724717,-0.005108063662130458,0.020832221314036482,0.001699962107347141,0.019156318995123666,-0.008246161309343289,0.015284716987036156,0.038162345077898854,0.015480810854023542,0.01087544451650872,0.0033386207665937855,-0.002108478962201534,0.0010182377824724115,0.0022154220454184068,0.006717328899369247,-0.009540905884047095,-0.034988694123912624
2025-07-31,0.004022914153531083,-0.0087736135104734,0.0049678240411021694,-0.008297137125613564,-0.014080421306038045,-0.012878426914107483,-0.0018139127952472092,-0.003932154555653378,0.006921912027919409,-0.0006370858437353966,-0.00788157832522303,0.007742104243102264,0.03129227829755692,-0.00032006548180724473,-0.0077672659991793735,0.0066940031156715665,0.0031050208284559046,0.0020195541880177297,-0.00875673224685846,-0.03265731677682334,-0.013186146159023991,0.003469832968088494,0.006020909542036296,-0.003730079130586112,0.017334666261922975,-0.010205043129304682,-0.0027104678640316807,-0.014671169052687213,0.012563840944260057,-0.0054232961985719,-0.01191797222121379,-0.02403554276043296,-0.017615471428411626,-0.0022557905052828925,-0.00257858221289161,0.02252829964260166,-0.009989599389346897,-0.016529980499379093,0.003766332148665473,-0.006014507418107856,-0.022159314476429305,0.007007776971675785,0.006441721285168806,-0.005906944226148202,-0.014943803481591078,-0.009943251545962796,-0.01124378695268196,-0.012050719337513095,0.003089458052995528,0.03930482861961393,-0.0134001951254265,-0.002091354395992992,0.007500600349983733,-0.019105336674052772,0.004730337939756281,-0.008054198537428107,0.00526072092796126,0.023634692231019896,0.0036712485446710533,0.010558181609950607,-0.0035627385342873984,-0.006944635781824415,0.0065482786915919515,0.008135733917479758,0.0170346013200574,-0.01463216994594909,0.03934789522841821,-0.012865888518487613,-0.0035329288964215944,-0.0002905737438571171,0.005465130866381684,0.01362683533266379,0.00632207705020325,-0.00514028682830445,0.01473963051461709,-0.015167995959341526,-0.0024739462985040594,0.013967400060088142,0.007905883671982958,-0.004762290938971275,0.009980692421616269,-0.013474989135787901,0.04745832084607401,0.003079637750352658,-0.0036819304781804535,-0.005120734889883849,0.006142140055282123,0.003112149814360563,0.018572703994713165,0.00787403060721046,0.0010620023467128592,0.028732382364633217,0.01507524277170129,0.00736919274008313,0.01146376264902094,-0.004936319415564286,0.0011559444270711483,0.0024468461070966396,0.006155456737352509,9.519477946572444e-05,-0.026152544881981175
2025-08-01,0.0010018907174253674,-0.001575376799135681,0.006788937807486503,-0.011058654228956667,-0.01225429779384831,-0.012690976083264499,-0.006080145556925549,-0.003723296619928859,0.004438432841570698,-0.008184046255766443,0.008756220281007997,0.005693301901315485,0.03281521323860662,0.006976373105618994,-0.014286451010733274,0.0003535493570376441,-0.01051759169881844,-0.015564851502205823,-0.0037011445626692688,-0.00010969474150899355,-0.012929129240887856,0.002970914205290595,0.018749522035816098,0.002279143280201113,0.01600829767091794,0.0005176993967456051,0.0037384739571151467,-0.0187829556645639,0.01004699217295478,-0.012974799505220493,-0.0003166183843527695,-0.04316737251589891,-0.014300509774727264,-0.002851848960827748,-0.024581937885328538,0.02538340206450463,-0.005237299999178713,-0.03679552969861995,0.0017059577144069374,0.0008541336344924481,-0.017825564523534544,0.0009797844102256183,-0.016488628917252807,-0.004254709289975851,-0.015446560973783677,-0.02280334228887665,-0.011155855061479189,-0.004803093149611172,0.013274493492160344,0.024521222707635886,-0.00821352832216992,0.0010369932417848976,-0.012675430533619456,-0.001429601535260748,0.009347024334162839,-0.012648079434848768,0.010353768534112325,0.0220885129353882,-0.00832584596462671,0.025861794835484772,-0.0026530967329390052,-0.009090083282198451,0.00605682443194137,-0.0011529493075811345,0.02159369250180514,-0.014145911496093115,0.020255915032550992,0.007172937564670467,-0.002881989686240649,-0.008046665037659884,-0.0013058738934506563,0.010548483849366375,0.0006974097545130904,-0.006758718968771019,0.014211014812600653,-0.0018820030224712542,-0.002771441057571343,0.023420454679399155,0.001025850146945534,0.006484587227798287,0.010173776902390583,0.005727846783189813,0.047674632809687624,0.004297918032185363,0.008641106573003196,-0.001666586732373413,0.026479549506981923,0.004456206311752524,0.006212035706202726,0.0018316582231978143,0.005502300701527428,0.05461047041501886,0.014837213667554241,-0.006959958541323849,0.003892152888275026,-0.00249122225731371,-0.009349020394121867,-0.0033671929007723367,0.0008956710915455426,0.0015011179604412436,-0.02758372607320935
2025-08-04,0.005109128673086435,-0.010483848986234594,-0.018180731316857438,0.0011706835309441,-0.007141845600962406,-0.0017862348971105953,-0.003628673510092207,-0.004949384075832817,0.000680204024531731,-0.010329829064850946,-0.003736094940480949,0.021149362689689644,0.02243311204628572,-0.004398499292591996,-0.010495209246957526,0.015896881210067687,-0.01950749232243314,-0.014663260140985703,-0.006445810316052486,0.005079416820920432,-0.009452793628826148,0.0039508168254339775,0.012616380040551031,-0.0013147812283636345,0.005974239388132609,0.0021804705727147683,0.013420366870270588,-0.01751310304091119,0.019163802299069648,-0.002588257306394292,-0.007637020560526068,-0.023681247032575212,-0.01232123304722962,0.009172809456158473,0.005454688794929729,0.02426401429334686,0.008272392465440186,-0.024872758639860073,0.005045958662974453,-0.020269026512537185,-0.006124828042632834,-0.007780115708329215,0.014737888048855494,0.00971348565874173,-0.0008338735493831802,-0.0235331819456189,-0.014724559314145892,-0.005705306321157615,0.003528103957127049,0.01581528306961548,-0.0009814055450510298,-0.0017756401250969556,0.0033774830121626777,0.004790291213393815,0.011128914413747876,-0.012072767348750148,0.00964213055852865,0.01137796698881317,-0.007241445788295119,0.026857856452437563,-0.007192921832583719,-0.009902562543534488,0.005332338992769088,0.010561409669020593,-0.02180689059444745,-0.004213065213639861,0.04804669175164847,0.007141523003931487,-0.0008934514147142525,0.0019474436693499263,0.0014201526603769485,0.005224566844885842,0.010751843349324754,-0.006909666689534296,0.009812321056529039,-0.006776638978720304,-0.004004970758237927,0.013284622862974972,-0.0020041730670177227,-0.009700111780869571,0.010919480708237126,0.020595501709701904,0.03246944384495947,0.004808198474344116,0.008319738738678403,-0.0011927090640774587,0.03068954907228561,0.0067764041248037435,-0.0032026497214096977,-0.009812290386295937,0.0018978215390453336,0.05205699804512025,-0.04170151943086481,0.009597379530984645,0.021945215993591574,0.019551816089295324,-0.009362445843230257,0.0016127354866611598,0.004921910699559284,0.005257200516319057,-0.0146032504951687
2025-08-05,-0.014374118732113177,-5.45357111359987e-05,-0.020345488705825584,0.00097606437136806,-0.006498011579002656,-0.00323260797975811,-0.008102273323727694,-0.00477500611984814,0.015504368423024925,-0.009582289037587528,-0.00023626621494336406,0.03774525908238096,0.0153102136748012,-0.005852819824677214,-0.005253166956466788,0.014640262664932457,-0.01525652635778688,-0.01652219337008184,-0.009602806618245644,-0.003514139173320191,-0.01629685555686573,0.011822489705090327,0.0059150334798507495,0.0006923828879788901,0.028288860898154827,-0.0031457710332329115,0.012622503705656228,-0.013460022257082978,0.023981593684864935,-0.004175476335044153,0.0011042978922461803,-0.02887015280199844,-0.0182866944796722,-0.008332617858103335,0.00445405251377021,0.016298198395678688,0.008556194408782348,0.008524832152162775,0.004624723194102235,-0.0017609039346215445,-0.006802955472333748,0.0035084382227701,0.010934343693749439,0.008253512079908272,-0.004308695331269385,-0.022891155884577265,-0.01437806289199033,-0.00941285983774123,0.011567987220161557,0.03420401906554463,0.009479636061376452,0.008853920428505125,-0.0017465235380826928,0.0037387335168904343,0.006497017074509101,-0.014034282848501476,0.010920079959031862,0.009043395617594045,-0.0029468627995804623,0.02394093878713522,-0.006296062231993613,0.00318644647301922,0.0065383391398445845,-0.013374131243943977,-0.02560821691789036,-0.004573192995633923,0.03026247501672541,-0.0004441096155852371,-0.002474660748074193,0.001449147687729243,-0.0038618334185190097,-0.00044637628560487835,0.010919611384733317,0.00012321271843752923,0.009378163822416628,-0.005754057213216961,-0.0016168398418782114,-0.005040797288073048,-0.006590100680793024,-0.003701811659895589,0.0006087258856272322,0.022210556362532056,0.03774949505966824,-0.010223295025498864,-0.011734026874785575,-0.003086975230433966,0.005816507832015878,0.007670339571324427,-0.005446794234740343,-0.012911867994351279,-0.00040552999134100057,0.04487151602862598,-0.02750948971241123,0.0021319817912686424,0.01829747534501867,0.02141300063127767,0.006195743223462367,0.0028984525541049175,0.0038435683356186183,-0.0009101421779832801,-0.017002907358963478
2025-08-06,0.000823530355739812,0.010906863481363344,0.0017713444102705096,-0.0004945231237390019,-0.006082172197970137,-0.013534495677044785,-0.011694496713290006,-0.005780677981046752,0.011431444900851802,-0.0070779134106595774,-0.005037109020520538,0.02853788570788375,0.018853426484080324,0.0070753348926163966,0.0028042106483573866,0.01595791551360736,0.005425857372787942,-0.01594537284964097,-0.01709516715718515,0.0030815945600728215,0.01270701236604351,0.007036771030864843,0.0056174727739749485,0.006933451863797305,-0.001591435317017116,0.007796793316357572,-0.011581531014103991,-0.005433586698469852,0.03113334695547061,0.0002972103575407982,-0.01146485872010011,-0.022940121798720434,-0.01809448297041229,0.008339550046050179,0.006259325937735323,0.025974821848783733,0.004311383753628991,0.0031620951064674115,0.005050437507226221,-0.0029533522667447056,-0.01271879743978135,0.0024736172508755955,0.0018977296703071057,0.0029469432158610344,-0.003682733099895776,-0.014304432332938575,-0.01722120332570694,-0.004616628072725955,0.022424738755106446,0.03249305451977732,0.007165517156536787,-0.008569887756939929,-0.0040542919699298845,0.003013420052621049,0.007107424177355812,-0.014175537593687237,0.004138520581783024,0.035040735517739244,-0.013179283615029545,0.02184094711760333,-0.011012654834150402,-0.004516604919159128,0.005295859501890758,-0.006234787607397645,-0.007420329382719342,-0.005021640337915693,0.032992267517167856,0.00615128184140451,-0.002967777652961131,-0.004286556007739414,-0.0014043851463923576,0.0012999334878514256,0.011105495686664892,-0.0008424514282213795,-0.0047856008407282,-0.006679466966871123,-0.003945370749701044,0.004734338339047423,-0.009670530894977911,-0.0028925269913275264,0.010257568844155778,0.020301265028697384,0.035441714528703344,0.004137295817970624,-0.019643813679422754,-0.011811582488777155,-0.0036746633421053457,0.010835889791948166,-0.006736586492001324,-0.01023842361201616,0.006531985755360806,0.016899267351890256,-0.010571459202758617,0.0030293399877221287,0.01809292105255734,0.008070381975478786,0.0032453141157236798,-0.0036780616097415,0.002008281769926939,-0.00390445985691441,-0.015182974780831308
2025-08-07,-0.0077259238961041,0.00983565183087829,-0.021872958633276738,-0.007299653153950401,-0.007722436460193941,-0.0035712748706054065,-0.01031543941438923,-0.009625391785322044,0.006834804592585578,-0.004469046034146492,-0.005324070886208395,0.012057973599218699,0.03613222230796946,0.0001122926530571812,0.0017283817659630996,0.00858871428476091,-0.011602299964153556,-0.01599147408881409,-0.01820718477178478,0.00031101216544619434,0.01706616211700543,0.0038496091695448334,-0.010204380822650221,-0.0008315292897432894,0.030743982853131156,-0.00935583312458348,-0.00963030439133047,-0.013781856126541332,0.014421553332345722,-0.0036019163927149093,-0.008511132723192687,-0.01353988639924571,-0.01770406299459377,0.007852196224766295,0.003256975882486586,0.03677723407478996,-0.0023452380412620627,0.009371989191789564,-0.01176282043439644,0.0043193967762921205,-0.020822665830286084,0.013711566282641335,0.0017146935421642022,-0.0013459065068954328,-0.017791881394748407,-0.0165208564864479,-0.018350746668166096,-0.010153870667953115,0.011202982407087416,0.00935439089637804,-0.0007702933097786351,0.00840006344737041,-0.004662216786639795,-0.003937034402465449,-0.006778204462259352,-0.014113631501003466,-0.005202630540780771,0.0037094798812187177,-0.002731472493416258,-0.0026011614667039544,-0.007856953589000033,-0.008097213986902625,0.009594484146101106,-0.0031016498400311364,0.0019870507878881442,-0.021517202517471374,0.046400782098308245,0.0026922806975913025,-0.00886003336560878,-0.0005856600188309594,-0.01260154304455528,0.005128669405591483,0.01981134185477922,-0.007875103779781106,-0.00034434109713634906,-0.00794555874396492,-0.003967172749817744,0.014101335322091312,-0.004372072616827833,-0.008771428363346472,-0.0013743497458156527,0.009250594413959545,0.04102644424333933,-0.011843302366159474,-0.017270333494805102,-0.0025861835508006574,-0.010109354351217733,0.012338609423342743,-0.0008992761353197459,-0.012994830049299317,0.015204605179186662,0.016851983045487323,0.010848268654714222,-0.002025261292077616,0.009091185911455508,0.014122520097988124,0.004957645978499847,0.01870579307938939,0.0039627274352030985,-0.01196357735577246,0.004185344083912097
